cantNod,Tiempo_ms,Tipo
10,0.007628,FuncionComplej
10,0.007616,FuncionComplej
10,0.007622,FuncionComplej
10,0.007617,FuncionComplej
10,0.007639,FuncionComplej
10,0.007621,FuncionComplej
10,0.008149,FuncionComplej
10,0.007728,FuncionComplej
10,0.007658,FuncionComplej
10,0.008141,FuncionComplej
10,0.007617,FuncionComplej
10,0.00763,FuncionComplej
10,0.007634,FuncionComplej
10,0.007612,FuncionComplej
10,0.007629,FuncionComplej
10,0.007636,FuncionComplej
10,0.007636,FuncionComplej
10,0.007663,FuncionComplej
10,0.007645,FuncionComplej
10,0.007898,FuncionComplej
10,0.007663,FuncionComplej
10,0.007973,FuncionComplej
10,0.007664,FuncionComplej
10,0.007751,FuncionComplej
10,0.007645,FuncionComplej
10,0.007623,FuncionComplej
10,0.007678,FuncionComplej
10,0.007962,FuncionComplej
10,0.007659,FuncionComplej
10,0.007652,FuncionComplej
10,0.008147,FuncionComplej
10,0.007637,FuncionComplej
10,0.007691,FuncionComplej
10,0.007679,FuncionComplej
10,0.007652,FuncionComplej
11,0.010216,FuncionComplej
11,0.01007,FuncionComplej
11,0.010087,FuncionComplej
11,0.010142,FuncionComplej
11,0.010358,FuncionComplej
11,0.0101,FuncionComplej
11,0.010144,FuncionComplej
11,0.010096,FuncionComplej
11,0.010107,FuncionComplej
11,0.010134,FuncionComplej
11,0.010094,FuncionComplej
11,0.010066,FuncionComplej
11,0.010114,FuncionComplej
11,0.010796,FuncionComplej
11,0.01011,FuncionComplej
11,0.010114,FuncionComplej
11,0.01008,FuncionComplej
11,0.010122,FuncionComplej
11,0.010163,FuncionComplej
11,0.010144,FuncionComplej
11,0.010836,FuncionComplej
11,0.010127,FuncionComplej
11,0.010127,FuncionComplej
11,0.010171,FuncionComplej
11,0.010175,FuncionComplej
11,0.010319,FuncionComplej
11,0.010255,FuncionComplej
11,0.010812,FuncionComplej
11,0.010824,FuncionComplej
11,0.010173,FuncionComplej
11,0.010143,FuncionComplej
11,0.010063,FuncionComplej
11,0.010825,FuncionComplej
11,0.010818,FuncionComplej
11,0.010086,FuncionComplej
11,0.010116,FuncionComplej
11,0.010227,FuncionComplej
11,0.010131,FuncionComplej
11,0.010187,FuncionComplej
11,0.010478,FuncionComplej
12,0.015045,FuncionComplej
12,0.01493,FuncionComplej
12,0.01504,FuncionComplej
12,0.015082,FuncionComplej
12,0.015054,FuncionComplej
12,0.015043,FuncionComplej
12,0.015061,FuncionComplej
12,0.015019,FuncionComplej
12,0.015072,FuncionComplej
12,0.015033,FuncionComplej
12,0.01506,FuncionComplej
12,0.015023,FuncionComplej
12,0.015003,FuncionComplej
12,0.015048,FuncionComplej
12,0.015021,FuncionComplej
12,0.015056,FuncionComplej
12,0.014954,FuncionComplej
12,0.015105,FuncionComplej
12,0.014997,FuncionComplej
12,0.014819,FuncionComplej
12,0.015004,FuncionComplej
12,0.014597,FuncionComplej
12,0.015074,FuncionComplej
12,0.015051,FuncionComplej
12,0.014983,FuncionComplej
12,0.015061,FuncionComplej
12,0.01503,FuncionComplej
12,0.015087,FuncionComplej
12,0.015022,FuncionComplej
12,0.015032,FuncionComplej
12,0.015,FuncionComplej
12,0.015028,FuncionComplej
12,0.015028,FuncionComplej
12,0.01504,FuncionComplej
12,0.014987,FuncionComplej
12,0.015041,FuncionComplej
12,0.015085,FuncionComplej
12,0.015025,FuncionComplej
12,0.015085,FuncionComplej
12,0.015007,FuncionComplej
13,0.018327,FuncionComplej
13,0.019752,FuncionComplej
13,0.018336,FuncionComplej
13,0.018325,FuncionComplej
13,0.018315,FuncionComplej
13,0.019729,FuncionComplej
13,0.018311,FuncionComplej
13,0.01834,FuncionComplej
13,0.018355,FuncionComplej
13,0.018247,FuncionComplej
13,0.018287,FuncionComplej
13,0.018355,FuncionComplej
13,0.018234,FuncionComplej
13,0.019764,FuncionComplej
13,0.018322,FuncionComplej
13,0.018272,FuncionComplej
13,0.018248,FuncionComplej
13,0.018313,FuncionComplej
13,0.019712,FuncionComplej
13,0.019742,FuncionComplej
13,0.018325,FuncionComplej
13,0.019721,FuncionComplej
13,0.018268,FuncionComplej
13,0.018331,FuncionComplej
13,0.018259,FuncionComplej
13,0.019756,FuncionComplej
13,0.018318,FuncionComplej
13,0.018309,FuncionComplej
13,0.018265,FuncionComplej
13,0.01836,FuncionComplej
13,0.018336,FuncionComplej
13,0.01833,FuncionComplej
13,0.018285,FuncionComplej
13,0.019727,FuncionComplej
13,0.018253,FuncionComplej
13,0.018298,FuncionComplej
13,0.01834,FuncionComplej
13,0.019754,FuncionComplej
13,0.01834,FuncionComplej
13,0.018298,FuncionComplej
14,0.024433,FuncionComplej
14,0.022616,FuncionComplej
14,0.022624,FuncionComplej
14,0.02294,FuncionComplej
14,0.022637,FuncionComplej
14,0.022707,FuncionComplej
14,0.02443,FuncionComplej
14,0.022646,FuncionComplej
14,0.022664,FuncionComplej
14,0.022697,FuncionComplej
14,0.022598,FuncionComplej
14,0.02263,FuncionComplej
14,0.022651,FuncionComplej
14,0.02264,FuncionComplej
14,0.022649,FuncionComplej
14,0.022719,FuncionComplej
14,0.024424,FuncionComplej
14,0.022635,FuncionComplej
14,0.022643,FuncionComplej
14,0.024425,FuncionComplej
14,0.022335,FuncionComplej
14,0.02443,FuncionComplej
14,0.022703,FuncionComplej
14,0.022664,FuncionComplej
14,0.022649,FuncionComplej
14,0.024417,FuncionComplej
14,0.022595,FuncionComplej
14,0.02266,FuncionComplej
14,0.024425,FuncionComplej
14,0.022727,FuncionComplej
14,0.022669,FuncionComplej
14,0.022628,FuncionComplej
14,0.022626,FuncionComplej
14,0.022605,FuncionComplej
14,0.022647,FuncionComplej
14,0.022625,FuncionComplej
14,0.022718,FuncionComplej
14,0.024436,FuncionComplej
14,0.02443,FuncionComplej
14,0.022696,FuncionComplej
15,0.027657,FuncionComplej
15,0.027725,FuncionComplej
15,0.029717,FuncionComplej
15,0.027599,FuncionComplej
15,0.029719,FuncionComplej
15,0.027641,FuncionComplej
15,0.027642,FuncionComplej
15,0.027658,FuncionComplej
15,0.029703,FuncionComplej
15,0.027693,FuncionComplej
15,0.029704,FuncionComplej
15,0.027667,FuncionComplej
15,0.027647,FuncionComplej
15,0.027657,FuncionComplej
15,0.02766,FuncionComplej
15,0.027639,FuncionComplej
15,0.02972,FuncionComplej
15,0.027591,FuncionComplej
15,0.027648,FuncionComplej
15,0.027595,FuncionComplej
15,0.027637,FuncionComplej
15,0.027596,FuncionComplej
15,0.029717,FuncionComplej
15,0.027619,FuncionComplej
15,0.027665,FuncionComplej
15,0.047752,FuncionComplej
15,0.027673,FuncionComplej
15,0.029686,FuncionComplej
15,0.029699,FuncionComplej
15,0.027568,FuncionComplej
15,0.029721,FuncionComplej
15,0.02971,FuncionComplej
15,0.027684,FuncionComplej
15,0.029704,FuncionComplej
15,0.029719,FuncionComplej
15,0.029705,FuncionComplej
15,0.027629,FuncionComplej
15,0.029702,FuncionComplej
15,0.027346,FuncionComplej
15,0.027601,FuncionComplej
16,0.035928,FuncionComplej
16,0.033388,FuncionComplej
16,0.035946,FuncionComplej
16,0.032932,FuncionComplej
16,0.033437,FuncionComplej
16,0.035952,FuncionComplej
16,0.035917,FuncionComplej
16,0.035942,FuncionComplej
16,0.033352,FuncionComplej
16,0.033302,FuncionComplej
16,0.033376,FuncionComplej
16,0.033372,FuncionComplej
16,0.033381,FuncionComplej
16,0.03594,FuncionComplej
16,0.033317,FuncionComplej
16,0.033391,FuncionComplej
16,0.035946,FuncionComplej
16,0.033279,FuncionComplej
16,0.033348,FuncionComplej
16,0.035957,FuncionComplej
16,0.033392,FuncionComplej
16,0.035953,FuncionComplej
16,0.035915,FuncionComplej
16,0.033389,FuncionComplej
16,0.033237,FuncionComplej
16,0.035918,FuncionComplej
16,0.035947,FuncionComplej
16,0.033401,FuncionComplej
16,0.035945,FuncionComplej
16,0.033373,FuncionComplej
16,0.035929,FuncionComplej
16,0.033296,FuncionComplej
16,0.035928,FuncionComplej
16,0.03592,FuncionComplej
16,0.035928,FuncionComplej
16,0.033679,FuncionComplej
16,0.035919,FuncionComplej
16,0.035949,FuncionComplej
16,0.033224,FuncionComplej
16,0.035926,FuncionComplej
17,0.042946,FuncionComplej
17,0.03974,FuncionComplej
17,0.042963,FuncionComplej
17,0.042967,FuncionComplej
17,0.039727,FuncionComplej
17,0.04296,FuncionComplej
17,0.042955,FuncionComplej
17,0.04296,FuncionComplej
17,0.039772,FuncionComplej
17,0.042964,FuncionComplej
17,0.039733,FuncionComplej
17,0.039743,FuncionComplej
17,0.039763,FuncionComplej
17,0.042989,FuncionComplej
17,0.039775,FuncionComplej
17,0.042961,FuncionComplej
17,0.042963,FuncionComplej
17,0.039713,FuncionComplej
17,0.039714,FuncionComplej
